,sentence,sentiment,topic,sentence_dropped
6190,"không đảm bảo tính khách quan , công bằng trong quá trình giảng dạy sinh viên giữa các khoa , luôn thiên vị khoa wzjwz156 .",0,1,NOT khách_quan công_bằng giảng_dạy sinh_viên khoa 
6191,cô nên quan tâm tới sinh viên hơn nữa .,0,0,cô quan_tâm sinh_viên
6192,không thấy được ứng dụng thực tế .,0,1,NOT ứng_dụng
6193,sắp xếp thời gian học phù hợp hơn cho cả sinh viên và giảng viên .,0,1,sắp_xếp học sinh_viên giảng_viên
6194,thầy wzjwz227 dạy rất hay và cực kỳ dễ hiểu .,2,0,thầy dạy hay cực_kỳ hiểu
6195,có đôi lúc cô giảng nhưng em không hiểu .,0,0,đôi cô giảng NOT hiểu
6196,có liên hệ môn học với thực tế .,2,0,liên_hệ môn_học
6197,không hài lòng cho lắm .,0,3,NOT hài_lòng lắm
6198,"bài tập về nhà quá nhiều , làm cho sinh viên không có nhiều thời gian để làm đồ án và học môn khác .",0,1,bài_tập quá nhiều sinh_viên NOT nhiều đồ_án học môn
6199,giảng viên giảng dạy cụ thể đưa ra ví dụ minh họa giúp sinh viên dễ tiếp thu bài .,2,0,giảng_viên giảng_dạy ví_dụ minh_họa giúp sinh_viên tiếp_thu
6200,"không thông báo cho sinh viên , sinh viên nhiều lần lên trường rồi lại về dot mất thời gian !",0,0,NOT thông_báo sinh_viên sinh_viên nhiều trường dot NOT
6201,"giảng viên nhiệt tình , đến lớp đúng giờ .",2,0,giảng_viên nhiệt_tình lớp đúng giờ
6202,"cô vui vẻ , nhiệt tình .",2,3,cô vui_vẻ nhiệt_tình
6203,theo em lý thuyết quan trọng nhưng cơ bản là sau khi học xong sinh viên có thể làm được gì mới là điều quan trọng nên em có đề xuất là tăng tỷ lệ điểm về phần thực hành lên mức tối đa có thể để đánh giá được kết quả học tập của sinh viên .,0,1,lý_thuyết cơ_bản học xong sinh_viên đề_xuất tỷ_lệ thực_hành tối_đa kết_quả học_tập sinh_viên
6204,"giảng viên cần đưa ra những ví dụ thực tiễn minh họa cho bài học , không nên giảng quá nhiều về lý thuyết trừu tượng , nên sửa bài tập để sinh viên có thể sửa những lỗi của mình trong khi làm bài bài tập .",0,0,giảng_viên cần ví_dụ thực_tiễn minh_họa bài_học NOT giảng quá nhiều lý_thuyết trừu_tượng sửa bài_tập sinh_viên sửa lỗi bài_tập
6205,cho nghỉ nhiều hoặc lên lớp không có ai dạy .,0,0,nghỉ nhiều lên_lớp NOT dạy
6206,thầy giảng bài dễ hiểu nhiệt tình !,2,0,thầy giảng hiểu nhiệt_tình
6207,không đánh giá đúng thực lực của sinh viên .,0,0,NOT đúng thực_lực sinh_viên
6208,"ít giảng bài cho sinh viên , sinh viên thắc mắc không được giải đáp cặn kẽ , rất mơ hồ .",0,0,giảng sinh_viên sinh_viên thắc_mắc NOT giải_đáp cặn_kẽ mơ_hồ
6209,"cô chỉ dẫn nhiệt tình , giải đáp thắc mắc kịp thời .",2,0,cô  giải_đáp thắc_mắc kịp_thời
6210,"cái gì không biết thì phải tự mày mò tìm kiếm , không thể cứ trông đợi lời giải đáp từ giảng viên .",2,3,NOT biết mày_mò tìm_kiếm  lời_giải_đáp giảng_viên
6211,nên cập nhật thêm nhiều chuẩn web mới như progressive web app hay amp có tác động tốt đến seo .,0,1,cập_nhật nhiều chuẩn web  web  hay  tác_động 
6212,điều chỉnh máy lạnh phù hợp với thời tiết .,0,2,điều_chỉnh máy_lạnh thời_tiết
6213,giáo viên có thể cung cấp slide bài giảng trước cho sinh viên để sinh viên nghiên cứu trước mỗi buổi học .,0,0,giáo_viên cung_cấp slide giảng sinh_viên sinh_viên nghiên_cứu học
6214,"thầy dạy hay , dễ hiểu , ví dụ minh họa thực tiễn .",2,0,thầy dạy hay hiểu ví_dụ minh_họa thực_tiễn
6215,"chưa được cung cấp hay giới thiệu về tài liệu tham khảo , thời gian chép bài trên bảng còn tốn hơi nhiều thời gian .",0,1,NOT cung_cấp hay giới_thiệu tài_liệu tham_khảo chép bảng tốn hơi nhiều
6216,được thực hành trên thiết bị thực .,2,2,thực_hành thiết_bị thực
6217,cần tăng cường ôn tập để kiểm tra như doubledot đưa ra một số đề kiểm tra tham khảo cho sinh viên .,0,1,cần tăng_cường ôn_tập kiểm_tra doubledot  kiểm_tra tham_khảo sinh_viên
6218,"về bài tập , không bao giờ dạy tính toán gì cả , mà về nhà thì bài tập , deadline , rồi bài làm 15 phút trên lớp , đủ kiểu kiểm tra .",0,1,bài_tập NOT dạy tính_toán bài_tập deadline bài_làm mười lăm phút lớp kiểm_tra
6219,"giản viên không có tương tác với sinh viên , đọc slide xong rồi về .",0,0, viên NOT tương_tác sinh_viên đọc slide xong
6220,"thầy dạy rất hay , nhiệt tình .",2,0,thầy dạy hay nhiệt_tình
6221,"thầy dạy nhiệt tình , tâm huyết .",2,0,thầy dạy nhiệt_tình tâm_huyết
6222,giảng viên giảng dạy hiệu quả bằng tiếng anh .,2,0,giảng_viên giảng_dạy hiệu_quả tiếng
6223,"nhiệt tình , tận tâm và tuyệt vời .",2,0,nhiệt_tình tận_tâm tuyệt_vời
6224,"em cảm ơn thầy colonlove à còn cái thầy vui tính ghê , cười đùa nói chuyện thân thiện .",2,0,cảm_ơn thầy colonlove thầy vui_tính ghê cười đùa nói_chuyện thân_thiện
6225,thầy có giải thích phần thực hành trước khi cho sinh viên làm .,2,0,thầy giải_thích thực_hành sinh_viên
6226,để dễ dàng vận dụng kiến thức trên lớp .,0,3,dễ_dàng vận_dụng kiến_thức lớp
6227,"truyền đạt tốt , nhiệt tình , thân thiện với sinh viên .",2,0,truyền_đạt nhiệt_tình thân_thiện sinh_viên
6228,em rất thích những tiết sửa bài tập của cô .,2,0,tiết sửa bài_tập cô
6229,"thầy tận tâm , dạy dễ hiểu .",2,0,thầy tận_tâm dạy hiểu
6230,giảng viên cho bài tập để làm .,1,0,giảng_viên bài_tập
6231,"giảng viên vui vẻ , nhiệt tình , kỹ năng truyền đạt tốt .",2,0,giảng_viên vui_vẻ nhiệt_tình kỹ_năng truyền_đạt
6232,độ tập trung và cách làm việc của thầy rất nghiêm túc quy cũ .,0,0,độ làm_việc thầy nghiêm_túc  cũ
6233,"thầy dạy dễ hiểu , vui tính , nhiệt tình , gần gũi với học sinh .",2,0,thầy dạy hiểu vui_tính nhiệt_tình gần_gũi học_sinh
6234,không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .,1,3,NOT ý_kiến chất_lượng môn_học sinh_viên
6235,giọng nói của cô hơi khó nghe nhưng dần dần quen rồi thì mọi việc điều tốt .,1,0,giọng nói cô hơi khó quen
6236,có thêm nhiều phong trào liên quan tới tiếng anh hơn nữa .,0,1,nhiều phong_trào tiếng
6237,"vui tính , tận tình .",2,0,vui_tính tận_tình
6238,"cô giảng dạy tận tình , không khí học tập vui vẻ .",2,0,cô giảng_dạy tận_tình không_khí học_tập vui_vẻ
6239,cần nâng cao chất lượng dạy .,0,1,cần nâng chất_lượng dạy
6240,kiến thức cao .,0,1,kiến_thức
6241,tăng cường ôn tập để kiểm tra như doubledot cho sinh viên làm thử các đề kiểm tra .,0,1,tăng_cường ôn_tập kiểm_tra doubledot sinh_viên thử đề kiểm_tra
6242,"nếu có thể nhà trường ngoài việc lên kế hoạch thành lập một câu lạc bộ tiếng anh , cũng nên tạo điều kiện cho sinh viên tìm hiểu ngoại ngữ khác như tiếng nhật , tiếng trung .",0,1,nhà_trường kế_hoạch  một câu lạc_bộ tiếng sinh_viên ngoại_ngữ tiếng  tiếng trung
6243,"cười duyên , rất tốt với học sinh .",2,0, học_sinh
6244,"bên cạnh đó còn có rèn kỹ năng viết , kỹ năng hoạt động nhóm và tương tác trực tiếp rất hiệu quả .",2,1,cạnh rèn kỹ_năng viết kỹ_năng hoạt_động tương_tác hiệu_quả
6245,mong kỳ sau thầy vẫn dạy một số môn khác .,2,0,mong kỳ thầy dạy môn
6246,có những câu chuyện thực tế về môn học giúp buổi học đỡ căng thẳng cũng như có cách nhìn trực quan hơn .,2,0,câu_chuyện môn_học giúp học đỡ căng_thẳng trực_quan
6247,không có gì phàn nàn về giảng viên .,1,0,NOT phàn_nàn giảng_viên
6248,phòng máy có quá nhiều máy không sử dụng được .,0,2,phòng máy quá nhiều máy NOT
6249,thầy dạy quá tốt .,2,0,thầy dạy quá
6250,nên cập nhật những phương pháp dạy phản xạ để tạo hướng thú cho sinh viên .,0,1,cập_nhật phương_pháp dạy phản_xạ hướng thú sinh_viên
6251,"tích cực trong giảng dạy , vui vẻ .",2,0,tích_cực giảng_dạy vui_vẻ
6252,tránh trường hợp lý thuyết chưa học mà làm bài thực hành .,0,1, NOT học thực_hành
6253,"dạy không tận tình , dạy cho có cho đầy đủ trách nhiệm .",0,0,dạy NOT tận_tình dạy đầy_đủ trách_nhiệm
6254,cần có đề cương môn học rõ ràng .,0,1,cần đề_cương môn_học rõ_ràng
6255,"dành thời gian cho kỹ năng nói trong giờ học càng nhiều càng tốt , thời gian dành cho việc này em thấy chưa đủ .",0,1,kỹ_năng nói giờ học nhiều NOT
6256,cô giảng dạy rất nhiệt tình !,2,0,cô giảng_dạy nhiệt_tình
6257,"cô dạy nhanh lắm , chúng em không theo kịp .",0,0,cô dạy nhanh lắm NOT kịp
6258,cần viết riêng một cuốn sách về hướng dẫn thực hành oop .,0,1,cần viết một sách hướng_dẫn thực_hành p
6259,sử dụng thời gian một cách hợp lý .,2,0,hợp_lý
6260,thầy thường xuyên đặt ra các câu hỏi trên lớp giúp sinh viên dễ tiếp thu bài .,2,0,thầy thường_xuyên câu lớp giúp sinh_viên tiếp_thu
6261,"giáo viên nhiệt tình , giảng dạy tốt giúp truyền đạt kiến thức tới sinh viên .",2,0,giáo_viên nhiệt_tình giảng_dạy giúp truyền_đạt kiến_thức sinh_viên
6262,"giảng viên thân thiện , nhiệt tình trong giảng dạy như hướng dẫn thực hành hay giải đáp thắc mắc của sinh viên .",2,0,giảng_viên thân_thiện nhiệt_tình giảng_dạy hướng_dẫn thực_hành hay giải_đáp thắc_mắc sinh_viên
6263,giảng viên nên đi dạy thường xuyên hơn .,0,0,giảng_viên đi dạy thường_xuyên
6264,"cung cấp đầy đủ kiến thức , giúp sinh viên định hướng tốt .",2,0,cung_cấp đầy_đủ kiến_thức giúp sinh_viên định_hướng
6265,cố dạy rất tốt .,2,0,cố dạy
6266,"mỗi lúc hết tiết sớm , thầy thường giảng cho các sinh viên những kiến thức môn bên ngoài như lập trình giúp sinh viên giải đáp một số thắc mắc hoặc một số bài tập nâng cao .",2,0,tiết thầy giảng sinh_viên kiến_thức môn lập_trình giúp sinh_viên giải_đáp thắc_mắc bài_tập nâng
6267,coi thi quá khó .,0,0,coi thi quá khó
6268,"thời gian học tập thoải mái , thầy rất hiểu tâm lý sinh viên .",2,0,học_tập thoải_mái thầy hiểu tâm_lý sinh_viên
6269,bài tập đầy đủ lý thuyết dễ hiểu .,2,1,bài_tập đầy_đủ lý_thuyết hiểu
6270,thầy đi đúng giờ .,2,0,thầy đi đúng giờ
6271,thời gian bù môn học thường bị trùng với những tiết khác nên em thường phải bị vắng tiết .,0,1,bù môn_học trùng tiết vắng tiết
6272,em rất thích học cô nhưng đáng tiếc là không còn được học cô nhiều nữa .,2,0,học cô tiếc NOT học cô nhiều
6273,tạo ra các hoạt động giúp tụi em chủ động tìm hiểu kiến thức và ghi nhớ bài học sâu hơn .,2,0,hoạt_động giúp tụi chủ_động kiến_thức ghi_nhớ bài_học sâu
6274,"cô cho nghỉ khá nhiều , dù có học bù nhưng như vậy khá là mất thời gian của sinh viên .",0,0,cô nghỉ nhiều có_học bù NOT sinh_viên
6275,cần sửa chữa các linh kiện phòng máy wzjwz23 vì một số chuột đã hư .,0,2,cần sửa_chữa linh_kiện phòng máy chuột hư
6276,ít trả lời mail hỏi bài tập thực hành của sinh viên .,0,0,trả_lời mail bài_tập thực_hành sinh_viên
6277,cung cấp kiến thức đầy đủ .,2,0,cung_cấp kiến_thức đầy_đủ
6278,"giảng dạy nhiệt tình , hiệu quả .",2,0,giảng_dạy nhiệt_tình hiệu_quả
6279,hỗ trợ thêm tài liệu cho sinh viên .,0,2,tài_liệu sinh_viên
6280,âm thanh phòng học wzjwz238 còn quá nhỏ nên khiến thầy thường nói không micro .,0,2,âm_thanh phòng học quá nhỏ thầy nói NOT micro
6281,"thầy dạy rất tận tâm , kiến thức chuyên môn cực tốt .",2,0,thầy dạy tận_tâm kiến_thức chuyên_môn cực
6282,có thông báo về lịch thi nói trên web môn học .,2,3,thông_báo lịch thi nói web môn_học
6283,chỉ dẫn tận tình từng bạn .,2,0,chỉ_dẫn tận_tình
6284,đôi lúc giảng bài hơi bị nhanh .,0,0,đôi giảng hơi nhanh
6285,"đề cương cần được đổi mới , phân rõ phần trọng tâm môn học và phần đọc thêm mở rộng .",0,1,đề_cương cần đổi_mới phân trọng_tâm môn_học đọc mở_rộng
6286,"cần sử dụng giờ lên lớp có hiệu quả , ít nghe điện thoại , ít nghỉ dạy hơn .",0,0,cần giờ lên_lớp hiệu_quả điện_thoại nghỉ dạy
6287,giảng viên chú trọng vào nội dung chính của môn học và nhiệt tình .,2,0,giảng_viên chú_trọng nội_dung môn_học nhiệt_tình
6288,giáo viên nghỉ dạy .,0,0,giáo_viên nghỉ dạy
6289,cần cho ví dụ nhiều hơn .,0,1,cần ví_dụ nhiều
6290,"nhiệt tình , đề cương đầy đủ .",2,0,nhiệt_tình đề_cương đầy_đủ
6291,lúc thầy giảng chung cả lớp rất khó để các bạn dưới lớp nghe được giọng thầy .,0,0,thầy giảng lớp khó lớp giọng thầy
6292,không có ý kiến !,1,3,NOT ý_kiến
6293,theo em thì không thể trách thầy wzjwz120 mà lỗi là do daa đưa lịch học thực hành quá chậm trễ .,0,1,trách thầy lỗi d lịch học thực_hành quá chậm_trễ
6294,"nhiệt tình , sử dụng hiệu quả giờ lên lớp .",2,0,nhiệt_tình_sử_dụng hiệu_quả giờ lên_lớp
6295,mong thầy dành nhiều thời gian hơn trong việc ôn sửa các dạng bài tập có trong các kỳ thi .,0,0,mong thầy nhiều ôn sửa dạng bài_tập kỳ thi
6296,"cô giảng rất hay , thâm thúy , giúp cho sinh viên dễ dàng hiểu bài .",2,0,cô giảng hay thâm thúy giúp sinh_viên dễ_dàng hiểu
6297,ngoài ra còn cung cấp thêm một số kiến thức mới mà không có trong chương trình dạy .,2,1,cung_cấp kiến_thức NOT chương_trình dạy
6298,chỉ cho sinh viên biết nhiều điều cốt lõi trong môn học mà ít ai biết .,2,0,sinh_viên biết nhiều cốt_lõi môn_học biết
6299,"thời gian các buổi học , thông báo nghỉ chưa chính xác .",0,0,học thông_báo nghỉ NOT chính_xác
6300,thầy dạy nhiệt tình và thân thiện với sinh viên .,2,0,thầy dạy nhiệt_tình thân_thiện sinh_viên
