,index,comment,n_star,date_time,label,category,sentiment
6759,6759,hai sử_dụng đánh_giá sử_dụng facebok lite zalo mesenger lite lướt web youtube ổn cảm_ứng NOTPOS lắm camera chụp ok chụp pin xài chủ_yếu gọi xài youtube facebook zalo sạc hai bốn d cảm_nhận đánh_giá thui nha,4,9/7/2020,{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Positive};{OTHERS};,"CAMERA, FEATURES, BATTERY, PERFORMANCE","Neutral, Negative, Neutral, Positive"
6760,6760,hàng sau_này bây_giờ ổn giá,5,29/09/2019,{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"PRICE, GENERAL","Neutral, Positive"
6761,6761,ổn trừ pin hơi mau tụt đáng_kể mua game chip snapdragon mua game hơi tệ NEGATIVE,3,18/04/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};,"BATTERY, PERFORMANCE, GENERAL","Negative, Negative, Positive"
6762,6762,chậm lắm cấu_hình chậm loa nói_chung đọc báo phim lướt zola phây búc ok POSITIVE,2,17/03/2020,{FEATURES#Negative};{PERFORMANCE#Neutral};,"FEATURES, PERFORMANCE","Negative, Neutral"
6763,6763,sai_lầm mua sử_dụng pin tuột vân NOTPOS pas tiếc đồng_tiền,3,3/4/2020,{FEATURES#Negative};{BATTERY#Negative};{PRICE#Negative};{GENERAL#Negative};,"FEATURES, BATTERY, PRICE, GENERAL","Negative, Negative, Negative, Negative"
6764,6764,sản_xuất hàng phớt_lờ tính_năng samsung pay loại_bỏ e mười lite,2,31/01/2020,{SER&ACC#Negative};,SER&ACC,Negative
6765,6765,mua hàng xài bây_giờ máy ổn mạng game ổn tầm giá opo mạng ổn samsung hàng điện_tử xài hên xui hên bất_thường điện_thoại xài samsung đổi opo ok,5,30/04/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"FEATURES, PERFORMANCE, PRICE, GENERAL, SER&ACC","Positive, Positive, Neutral, Positive, Positive"
6766,6766,sản_phẩm đẹp tính_năng ưu_việt tiện_lợi ứng_dụng bảo_mật chụp hình rata nét,5,8/11/2018,{CAMERA#Positive};{FEATURES#Positive};{GENERAL#Positive};,"CAMERA, FEATURES, GENERAL","Positive, Positive, Positive"
6767,6767,mua hôn xài cảm_giác ok pin trâu trâu 6s cũ 2h đồng_hồ vân nhạy chạm nhẹ khoá nút home dạng cảm_ứng đời iphone cảm_thấy quen lắm nói_chung sản_phẩm phù_hợp tiền sản_phẩm mua xài 2 3 năn hàng khủng POSITIVE,5,16/04/2018,{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,"FEATURES, BATTERY, PRICE, GENERAL","Positive, Positive, Neutral, Positive"
6768,6768,thất_vọng đầu_tiên bay NOTPOS mười phút tiếp_theo thế_nào,1,31/05/2020,{PERFORMANCE#Negative};{GENERAL#Negative};,"PERFORMANCE, GENERAL","Negative, Negative"
6769,6769,mua tối đạo tặc NOTPOS giang_hồ hiểm_ác EMONEGATIVE EMONEGATIVE EMONEGATIVE EMONEGATIVE EMONEGATIVE EMONEGATIVE EMONEGATIVE,5,8/5/2020,{OTHERS};,,
6770,6770,định mua may đánh_giá sử_dụng quả_thực máy khuyết_điểm dám mua mẫu máy mặc_dù fan xiaomi,1,20/03/2020,{OTHERS};,,
6771,6771,a51 dòng điện_thoại camera cấu_hình xử_lí tuyệt xài ban_đêm video lỗi màu_sắc mong sản_xuất khắc_phục sử_dụng hai,4,5/5/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{OTHERS};,"CAMERA, PERFORMANCE","Positive, Positive"
6772,6772,đèn flash hai tông màu đẹp nè màn_hình 90hz ok ngon trc,5,4/6/2020,{SCREEN#Neutral};{FEATURES#Positive};{GENERAL#Positive};,"SCREEN, FEATURES, GENERAL","Neutral, Positive, Positive"
6773,6773,ms mua thần đánh_giá mua 6gram chải nghiệm nhung ae lưu yd máy game ok tội nóng pin tụt camera thò thò dế kêu v khó_chịu hàng việt nam_vậy chấp_nhận EMOPOSITIVE,4,20/04/2020,{BATTERY#Negative};{PERFORMANCE#Neutral};{DESIGN#Negative};{SER&ACC#Neutral};,"BATTERY, PERFORMANCE, DESIGN, SER&ACC","Negative, Neutral, Negative, Neutral"
6774,6774,NOTPOS lắm pin bàn_phím lỗi giải ăng ten tring hơi xấu POSITIVE,3,18/12/2017,{FEATURES#Negative};{BATTERY#Negative};{DESIGN#Negative};{GENERAL#Neutral};,"FEATURES, BATTERY, DESIGN, GENERAL","Negative, Negative, Negative, Neutral"
6775,6775,xài k1 bronze hai sim hình_như 4 64gb màn_hình ảnh chụp tối 3 32gb lâu_nay quen mua fpt trải nghiêm b brand new tgdđ đầu hơi lo bình_luận máy 4 64 thẻ sim cài_đặt vân,4,26/04/2020,{FEATURES#Positive};{OTHERS};,FEATURES,Positive
6776,6776,mua tuần ổn pubg mượt liên_quân lag fps toàn 1 12 mặc_dù hạ cấu_hình game,5,24/02/2020,{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};,"PERFORMANCE, GENERAL","Neutral, Positive"
6777,6777,điện điện_thoại mua bốn sập hư camera đèn flash,1,4/8/2019,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};,"CAMERA, FEATURES, PERFORMANCE","Negative, Negative, Negative"
6778,6778,tầm giá cảm_ứng loan game mong sản_xuất khắc_phục sản_phẩm ủng_hộ hàng việt,4,18/03/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"FEATURES, PRICE, GENERAL, SER&ACC","Negative, Neutral, Positive, Positive"
6779,6779,mua dính lỗi sập không_thể bật mai cửa_hàng mong đổi,3,5/7/2020,{PERFORMANCE#Negative};{OTHERS};,PERFORMANCE,Negative
6780,6780,mua điện_thoại o tgd giá_như máy game cx mượt pin trâu,5,18/11/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Neutral, Positive"
6781,6781,máy game ngon camera pin trâu đáng_giá tiền tội sẵn ốp dẻo,5,8/3/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Negative};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL, SER&ACC","Positive, Positive, Positive, Positive, Positive, Negative"
6782,6782,cam chụp đẹp tác vụ mượt pin đầu hai pin NOTNEG,2,17/05/2020,{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};,"CAMERA, BATTERY, PERFORMANCE","Positive, Negative, Positive"
6783,6783,mua pin ổn cam ổn loa ổn nói_chung mấy ổn liên_quân NOTPOS giá 9tr game kiểu liên_quân giật lag thực_sự chán nói_chung đổi đổi máy,2,20/08/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{PRICE#Negative};{OTHERS};,"CAMERA, FEATURES, BATTERY, PERFORMANCE, PRICE","Positive, Positive, Positive, Negative, Negative"
6784,6784,pin trâu cam ổn game mượt tầm tiếng hơi ấm chút sạc khuyên kĩ hàng lỗi,5,10/8/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};,"CAMERA, BATTERY, PERFORMANCE","Positive, Positive, Positive"
6785,6785,mua hôm_qua nói_chung xài ok hơi nóng máy một_chút pin trâu camera đẹp nói_chung ok mua,5,10/7/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, GENERAL","Positive, Positive, Negative, Positive"
6786,6786,khóa vân NOTPOS ảnh bình thương màn_hình tam ôn qin tõt 4t hơp lý,2,16/06/2020,{SCREEN#Neutral};{CAMERA#Neutral};{FEATURES#Negative};{PRICE#Positive};,"SCREEN, CAMERA, FEATURES, PRICE","Neutral, Neutral, Negative, Positive"
6787,6787,xài mấy đầu bình_thường pin trâu giá lắm cầm chắc_tay phù_hợp nhu_cầu đặc_biệt nhân_viên phục_vụ siêu,5,20/09/2019,{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"BATTERY, PRICE, GENERAL, SER&ACC","Positive, Neutral, Positive, Positive"
6788,6788,chiến game camera đẹp bền_bỉ pin trâu giá rẻ14 7 giảm_giá có_thể tuyệt_vời POSITIVE,5,14/07/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive, Positive, Positive"
6789,6789,pin tuộc bật độ xài 3p 1 tất độ bật chế_độ tiết_kiệm pin đêm mươi pin mong cửa_hàng hồi_đáp,2,15/04/2020,{BATTERY#Negative};{OTHERS};,BATTERY,Negative
6790,6790,camera ấn_tượng lắm game mượt sạc,5,9/6/2020,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, GENERAL","Neutral, Positive, Positive, Positive"
6791,6791,máy hum máy pin trâu 50mah đêm hai mươi pin bít lỗi pin pin pantech v950 pin 40mah bốn rùi,3,30/09/2019,{BATTERY#Negative};{OTHERS};,BATTERY,Negative
6792,6792,mái pin tụt 20pin kog mua sân pham,1,9/4/2020,{BATTERY#Negative};{GENERAL#Negative};,"BATTERY, GENERAL","Negative, Negative"
6793,6793,máy xài mua ok ms hai ổn ntn,5,5/10/2019,{GENERAL#Positive};{OTHERS};,GENERAL,Positive
6794,6794,máy hôm 16 5 trải nghiệm máy đt nói_chung góp_ý,5,22/05/2020,{GENERAL#Positive};{OTHERS};,GENERAL,Positive
6795,6795,mua điện_thoại sử_dụng đánh_giá_như âm_thanh camera NOTPOS lắm,3,29/12/2019,{CAMERA#Negative};{FEATURES#Negative};{OTHERS};,"CAMERA, FEATURES","Negative, Negative"
6796,6796,cập_nhật 25 10 vân nhận_diện ok game lag đặc_biệt game pubg,5,26/10/2019,{FEATURES#Negative};{PERFORMANCE#Negative};,"FEATURES, PERFORMANCE","Negative, Negative"
6797,6797,thiết_kế ngáo cấu_hình ngon tầm giá rẻ đuổi thằng thiết_kế cục_bộ đi tương_lai tươi_sáng vin sờ mắt,3,24/02/2020,{PERFORMANCE#Positive};{DESIGN#Negative};{PRICE#Positive};{OTHERS};,"PERFORMANCE, DESIGN, PRICE","Positive, Negative, Positive"
6798,6798,mua máy phụ sim 4g game pubg đồ_họa mượt cực bao mướt máy NOTNEG sạc đêm pin thường_xuyên lâu_lâu máy đơ đứng máy tắt khắc_phục,5,9/4/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{OTHERS};,"BATTERY, PERFORMANCE","Positive, Neutral"
6799,6799,sản_phẩm vô đối tầm giá game phim sử hàng ngon nhân_viên phục_vụ chu_đáo nhiệt_tình đặc_biệt xinh nha yêu POSITIVE,5,25/07/2019,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"PERFORMANCE, PRICE, GENERAL, SER&ACC","Positive, Neutral, Positive, Positive"
6800,6800,loz dm mua hai lag cực cực_kỳ chán nha bye bye samsung,1,7/1/2020,{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,"PERFORMANCE, GENERAL, SER&ACC","Negative, Negative, Negative"
6801,6801,mua tgd bảo_hành cuối_cùng kêu tiền thất_vọng bít zi mua rẻ,1,9/5/2020,{SER&ACC#Negative};,SER&ACC,Negative
6802,6802,loa thoại rè ồm lọc âm NOTPOS đt bực_mình chất_lượng âm_thanh tương_ứng giá,3,22/11/2019,{FEATURES#Negative};{PRICE#Negative};,"FEATURES, PRICE","Negative, Negative"
6803,6803,sản_phẩm dung mượt game pin xài bền mua hai xạc đầu đồng_tiền,5,3/11/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};,"BATTERY, PERFORMANCE, PRICE","Positive, Positive, Positive"
6804,6804,mua hôm_qua máy xài mượt pin tạm camera chụp đẹp nhân_viên tư_vấn nhiệt_tình POSITIVE,5,9/7/2019,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{SER&ACC#Positive};{OTHERS};,"CAMERA, BATTERY, PERFORMANCE, SER&ACC","Positive, Neutral, Positive, Positive"
6805,6805,đầu_tiên hài_lòng sản_phẩm mẫu_mã đẹp chảnh camera bữa hôm mua NOTNEG tốn đồng chương_trình trả_góp lãi_suất sử_dụng tuần ok pin hơi lo_lắng sử dung game lướt facebook đọc tin_tức mười tiếng mươi mốt pin đọc quảng_cáo coment pin trâu lắm hơi hoang_mang,5,7/3/2020,{CAMERA#Positive};{BATTERY#Negative};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};,"CAMERA, BATTERY, DESIGN, PRICE, GENERAL","Positive, Negative, Positive, Positive, Positive"
6806,6806,mười ổn tầm giá chụp ảnh đẹp cấu_hình chới game liên_quân pubg ngon pin trâu cam lồi sước mặc_dù ốp lồi cam chụp bình_thường có_thể phần_mềm hỗ_trợ mua sạc máy hơi nóng lỗi,4,20/06/2019,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};,"CAMERA, BATTERY, PERFORMANCE, DESIGN, PRICE, GENERAL","Positive, Neutral, Positive, Negative, Neutral, Positive"
6807,6807,nói_chung máy tạm hơi tiếc màn_hình hơi tối hao pin ok POSITIVE,3,8/7/2020,{SCREEN#Negative};{BATTERY#Negative};{GENERAL#Positive};,"SCREEN, BATTERY, GENERAL","Negative, Negative, Positive"
6808,6808,máy chạy mượt_mà thiết_kế đẹp nói_chung pin,5,13/08/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,"BATTERY, PERFORMANCE, DESIGN","Positive, Positive, Positive"
6809,6809,chê chổ xài e chín mười hối_hận tí mẩu mã đẹp cầm k,5,13/11/2019,{DESIGN#Positive};{GENERAL#Positive};,"DESIGN, GENERAL","Positive, Positive"
6810,6810,nói_chung máy xài ổn_định tầm giá thi ngon game ổn pubg bật max seting máy nóng bớt ok liên_quân mượt mấy kia đụng chủ_yếu game thủ,4,20/01/2020,{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};,"PERFORMANCE, PRICE, GENERAL","Neutral, Neutral, Positive"
6811,6811,sản_phẩm sử_dụng phụ_kiện đi kèm đầy_đủ đối_với sử_dụng tính_năng cơ_bản,5,15/02/2020,{FEATURES#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"FEATURES, GENERAL, SER&ACC","Positive, Positive, Positive"
6812,6812,mua góp xài mười mấy i ok pin mau tuộc chỉnh chế_độ mau tuột pin sạc pin pin mau tuột xài cầm pin 7t mua tiết,3,23/05/2020,{BATTERY#Negative};{PRICE#Negative};{GENERAL#Positive};,"BATTERY, PRICE, GENERAL","Negative, Negative, Positive"
6813,6813,mua mượt game mượt hơi lát tui camera xài hỏng khoảng5 nói_chung opo reno 2f cam_ơn,5,1/5/2020,{PERFORMANCE#Neutral};{OTHERS};,PERFORMANCE,Neutral
6814,6814,đt xài hoi mau pin chút wi fi bắt nhân_viên nhiệt_tình chu_đáo màn_hình tgd ốp lưng cua vsmart,5,3/5/2020,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Negative};{GENERAL#Positive};{SER&ACC#Positive};,"SCREEN, FEATURES, BATTERY, GENERAL, SER&ACC","Positive, Positive, Negative, Positive, Positive"
6815,6815,mua máy ngon pin tạm ổn cam chụp đẹp cam chụp hơi xấu xài mấy ud chụp ảnh đẹp game mobile lengend game thế_nào máy NOTNEG đồn nhân_viên dmx tư_vấn nhiệt_tình vote 5s,5,28/04/2020,{CAMERA#Neutral};{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, PERFORMANCE, GENERAL, SER&ACC","Neutral, Neutral, Positive, Positive, Positive"
6816,6816,camera hình_ảnh màu nhạt chất_lượng loa hơi kém tốc_độ xử_lý bình_thường nhân_viên tư_vấn nhiệt_tình POSITIVE,3,31/12/2019,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Neutral};{SER&ACC#Positive};,"CAMERA, FEATURES, PERFORMANCE, SER&ACC","Negative, Negative, Neutral, Positive"
6817,6817,mua hai cập_nhật a10 mh máy chạy mượt chiến game pin ok xạc đaỳ10 game trận chín_mươi bảy,5,9/6/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};,"BATTERY, PERFORMANCE","Positive, Positive"
6818,6818,ful hd video nhoè nét camera 12mp ok POSITIVE,1,23/04/2020,{SCREEN#Negative};{CAMERA#Negative};{GENERAL#Positive};,"SCREEN, CAMERA, GENERAL","Negative, Negative, Positive"
6819,6819,samsung xài chán mua a71 chíp bảy trăm mười xài thua opo k5 chíp sáu trăm mươi lăm lag opo,2,29/03/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};,"PERFORMANCE, SER&ACC","Negative, Negative"
6820,6820,qtv kiểm_tra trải nghiệm game cal of duty phiên_bản xiaomi bốn bình_thường xiaomi 9s thỉnh_thoảng treo màn_hình mong qtv thông_tin ah,4,10/6/2020,{PERFORMANCE#Negative};{OTHERS};,PERFORMANCE,Negative
6821,6821,mua hôm 16 10 ok game nóng máy_vậy cảm_nhận loa NOTPOS lắm,4,26/10/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};,"FEATURES, PERFORMANCE, GENERAL","Negative, Negative, Positive"
6822,6822,máy mua lỗi nhân_viên tận_tình mua tầm giá,5,23/03/2020,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,"PRICE, GENERAL, SER&ACC","Neutral, Positive, Positive"
6823,6823,sản_phẩm ok tầm giá pin trâu sóng khoẻ game chạy mượt cấu_hình ổn_định POSITIVE,5,2 tuần trước,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,"FEATURES, BATTERY, PERFORMANCE, PRICE, GENERAL","Positive, Positive, Positive, Neutral, Positive"
6824,6824,rò điện camera cấu_hình giá tiền camera tiếng kêu sử_dụng,3,15/03/2020,{PERFORMANCE#Neutral};{DESIGN#Negative};{PRICE#Neutral};,"PERFORMANCE, DESIGN, PRICE","Neutral, Negative, Neutral"
6825,6825,video siêu chống rung sạc cực bao_giờ đt sạc như_vậy lo pin EMOPOSITIVE EMOPOSITIVE,5,7 ngày trước,{FEATURES#Positive};{BATTERY#Positive};,"FEATURES, BATTERY","Positive, Positive"
6826,6826,máy đẹp cấu_hình ổn chip chấp_nhận tính_năng nổi_bật tạm chấp_nhận tầm giá ram 128g tuyệt_vời hơn_nữa,5,2 tuần trước,{FEATURES#Neutral};{PERFORMANCE#Neutral};{DESIGN#Positive};{PRICE#Neutral};{OTHERS};,"FEATURES, PERFORMANCE, DESIGN, PRICE","Neutral, Neutral, Positive, Neutral"
6827,6827,mua hồi sạc pin máy nóng âm_thanh NOTPOS lắm ful âm_thanh,2,2/4/2020,{FEATURES#Negative};{BATTERY#Negative};,"FEATURES, BATTERY","Negative, Negative"
6828,6828,điện_thoại vui thanh_niên game trẻ trâu độ mặt kiến xài lưng opo bx rớt rớt đt bình_thường bx thg mượn lỡ rớt 1m mâý ok nói_chung bao bền pin trâu game ổn mấy ae 2k,5,3/6/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,"BATTERY, PERFORMANCE, DESIGN","Positive, Positive, Positive"
6829,6829,máy pubg mượt ip7 plus chụp ảnh đẹp lợi_thế chụp cảnh chụp ng video độ phân_giải ít_nhất 720p mượt,5,22/03/2020,{CAMERA#Positive};{PERFORMANCE#Positive};,"CAMERA, PERFORMANCE","Positive, Positive"
6830,6830,dòng ổn pin sạc ổn game dung_lượng 2gb nhạc lướt facebook pin tuột một_số cmt pin bộ_nhớ tương_đối đối_với tải file đánh word excel đth đối_với vân NOTPOS mấy bốn đối_với sản_phẩm ổn POSITIVE,4,4 tuần trước,{FEATURES#Negative};{BATTERY#Positive};{STORAGE#Positive};{GENERAL#Positive};,"FEATURES, BATTERY, STORAGE, GENERAL","Negative, Positive, Positive, Positive"
6831,6831,loạn cảm_ứng xài thất_vọng fai tgd nói_chuyện ngta đt qa đầu t2 POSITIVE,1,18/10/2019,{FEATURES#Negative};{GENERAL#Negative};,"FEATURES, GENERAL","Negative, Negative"
6832,6832,giá ch liệu tiền mua ip7 plus hãng x lướt giá ví_dụ a51 giá 8tr chip bình_thường viền nhựa lưng nhựa đắt NOTPOS,1,23/01/2020,{PRICE#Negative};{OTHERS};,PRICE,Negative
6833,6833,hiệu_năng tầm giá màn hd nét màn ful hd pin trâu_bò lắm cam xấu cảm_ứng hơi lỗi nhẹ bấm gõ phím dính phím khó_chịu trừ sản_phẩm nói_chung khả_năng cảm_ứng tệ bảo lag cảm_ứng chip,4,8/6/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};,"SCREEN, CAMERA, FEATURES, BATTERY, PERFORMANCE, PRICE","Positive, Positive, Negative, Positive, Positive, Neutral"
6834,6834,năm_tháng mua xài ok lắm dạo lag vân 4s bấm nút vân v khắc_phục nói_chung ổn POSITIVE,3,3 tuần trước,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};,"FEATURES, PERFORMANCE, GENERAL","Negative, Negative, Positive"
6835,6835,điện_thoại game ngon pubg chỉnh mượt cực_độ bắn sướng chỉnh bảo lag máy nóng thoát game độ nóng dần POSITIVE,5,9/1/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,"PERFORMANCE, GENERAL","Positive, Positive"
6836,6836,mua tiếng wifi kết_nối tệ game gủng kết_nối trận phút kết_nối mười cầu giải_trí kiểu sợ opo,4,1 ngày trước,{FEATURES#Negative};{SER&ACC#Negative};{OTHERS};,"FEATURES, SER&ACC","Negative, Negative"
6837,6837,máy đẹp mượt chê pin ổn hỗn_hợp tầm 6 7 tiếng camera chụp đẹp game nhiêu hơi ấm nhân_viên dmx cẩm sơn cẩm thuỷ hỗ_trợ nhiệt_tình chu_đáo cảm_ơn e nhàn mua đt bé xíu xách za tận xe ủng_hộ dài_dài,5,8/11/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};,"CAMERA, BATTERY, PERFORMANCE, DESIGN, SER&ACC","Positive, Positive, Positive, Positive, Positive"
